City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,pisco,-13.7,-76.2167,19.03,82,0,5.66,PE,1697424369
293,rongelap,11.1635,166.8941,28.49,76,25,5.27,MH,1697424629
294,tambo grande,-4.9269,-80.3447,24.17,64,41,3.94,PE,1697424629
295,yeppoon,-23.1333,150.7333,31.88,59,45,6.4,AU,1697424629
296,onega,63.9061,38.1404,4.3,78,97,6.71,RU,1697424629
297,hadibu,12.65,54.0333,26.64,76,100,0.23,YE,1697424629
298,decize,46.8285,3.4619,4.97,65,100,1.27,FR,1697424629
299,rio grande,-32.035,-52.0986,18.86,87,100,9.06,BR,1697424630
300,gamay,12.3854,125.2979,28.3,83,56,1.39,PH,1697424630
301,zhangye,38.9342,100.4517,15.78,16,51,5.46,CN,1697424630
302,ancud,-41.8697,-73.8203,6.35,90,8,2.47,CL,1697424630
303,xinzhi,36.4989,111.7047,22.3,22,0,1.8,CN,1697424630
304,karatau,43.1667,70.4667,6.59,52,0,1.48,KZ,1697424630
305,egilsstadir,65.2653,-14.3948,1.95,93,100,1.03,IS,1697424630
306,puerto baquerizo moreno,-0.9,-89.6,23.51,84,94,4.51,EC,1697424631
307,cam ranh,11.9214,109.1591,27.98,78,75,1.54,VN,1697424631
308,brokopondo,4.75,-55.1667,26.87,73,100,5.39,SR,1697424631
309,marsa alam,25.0757,34.8918,25.54,50,0,5.79,EG,1697424631
310,santa elena de uairen,4.6167,-61.1333,19.18,95,100,2.28,VE,1697424631
311,bechar,31.6167,-2.2167,20.18,28,0,2.06,DZ,1697424631
312,murghob,38.1702,73.9667,-0.05,50,100,1.75,TJ,1697424631
313,cidreira,-30.1811,-50.2056,18.49,89,98,10.36,BR,1697424632
314,bosaso,11.2842,49.1816,27.3,73,10,1.84,SO,1697424632
315,trinidad,-14.8333,-64.9,27.78,63,82,1.84,BO,1697424632
316,mulanje,-16.0316,35.5,22.17,88,73,1.76,MW,1697424632
317,afzalgarh,29.4,78.6833,23.82,56,97,1.76,IN,1697424632
318,akureyri,65.6835,-18.0878,3.96,87,100,1.54,IS,1697424632
319,buala,-8.145,159.5921,29.13,72,99,1.19,SB,1697424633
320,tame,6.461,-71.73,22.41,87,96,1.43,CO,1697424633
321,la passe,45.5549,-0.8967,8.32,63,100,5.37,FR,1697424633
322,nemuro,43.3236,145.575,14.08,75,59,2.71,JP,1697424633
323,midvagur,62.0511,-7.1939,9.46,93,100,5.14,FO,1697424633
324,colares,38.7992,-9.4469,21.29,96,100,7.15,PT,1697424633
325,suva,-18.1416,178.4415,25.71,73,75,5.14,FJ,1697424487
326,hilo,19.7297,-155.09,30.16,77,40,3.6,US,1697424482
327,nurota,40.5614,65.6886,9.93,33,0,2.72,UZ,1697424634
328,gedo,9.0167,37.45,8.83,70,63,1.48,ET,1697424634
329,cockburn town,21.4612,-71.1419,29.0,65,83,1.69,TC,1697424634
330,fale old settlement,-9.3852,-171.2468,28.39,74,33,8.35,TK,1697424634
331,loukhi,66.0764,33.0381,1.5,91,100,3.62,RU,1697424634
332,carauari,-4.8828,-66.8958,23.93,93,25,1.27,BR,1697424635
333,waingapu,-9.6567,120.2641,31.41,53,41,6.62,ID,1697424635
334,san-pedro,4.7485,-6.6363,23.65,96,81,2.18,CI,1697424635
335,choyr,46.3611,108.3611,10.68,33,49,6.71,MN,1697424635
336,mimizan,44.2006,-1.2289,14.7,48,100,3.4,FR,1697424375
337,kayangel,8.0823,134.7173,28.3,75,30,4.31,PW,1697424635
338,madera,37.1666,-119.8343,25.13,31,0,2.34,US,1697424635
339,boke,10.9409,-14.2967,24.51,97,77,0.92,GN,1697424635
340,mount sterling,38.0565,-83.9433,9.66,72,0,0.0,US,1697424636
341,wenchang,30.904,118.4887,24.53,45,0,1.29,CN,1697424636
342,ambon,-3.6954,128.1814,28.08,83,40,2.06,ID,1697424636
343,jinzhou,41.1078,121.1417,14.68,18,0,4.19,CN,1697424359
344,kasli,55.8909,60.7616,8.6,85,100,6.19,RU,1697424636
345,papao,-17.75,-149.55,26.82,79,70,5.66,PF,1697424636
346,jaisalmer,26.9147,70.9181,26.47,63,15,6.14,IN,1697424636
347,talcahuano,-36.7167,-73.1167,9.82,76,20,6.17,CL,1697424493
348,kosh-agach,50.0,88.6667,-4.83,80,73,0.45,RU,1697424637
349,benton,36.3334,-94.3335,11.27,72,100,4.12,US,1697424637
350,bestobe,52.4994,73.0975,6.43,63,62,6.88,KZ,1697424637
351,pizarro,4.9533,-77.366,25.05,91,100,1.55,CO,1697424637
352,basni,27.1667,73.65,27.05,46,52,5.68,IN,1697424637
353,nha trang,12.25,109.1833,28.0,80,90,0.56,VN,1697424637
354,arraial do cabo,-22.9661,-42.0278,22.1,93,99,6.38,BR,1697424638
355,pangai,-19.8,-174.35,25.06,73,75,8.23,TO,1697424638
356,mirnyy,62.5353,113.9611,-0.98,100,100,0.89,RU,1697424638
357,guerrero negro,27.9769,-114.0611,20.76,79,0,5.21,MX,1697424449
358,narvik,68.4384,17.4272,4.66,99,100,2.84,NO,1697424638
359,maridi,4.9158,29.4742,20.4,99,100,1.47,SS,1697424638
360,chernyshevskiy,63.0128,112.4714,0.0,99,100,1.54,RU,1697424638
361,saskatoon,52.1168,-106.6345,9.99,61,75,2.57,CA,1697424499
362,richards bay,-28.783,32.0377,18.62,92,100,2.33,ZA,1697424639
363,ain kercha,35.9247,6.6953,13.21,42,0,1.78,DZ,1697424639
364,port pirie,-33.1833,138.0167,19.03,42,2,8.69,AU,1697424639
365,grimstad,58.3405,8.5934,4.95,61,3,4.59,NO,1697424639
366,pariaman,-0.619,100.12,28.03,74,64,2.22,ID,1697424639
367,okha,53.5739,142.9478,9.3,89,100,8.03,RU,1697424639
368,labytnangi,66.6572,66.4183,0.26,99,100,3.14,RU,1697424640
369,mahudha,22.8167,72.9333,26.1,64,4,1.89,IN,1697424640
370,valparaiso,-33.0393,-71.6273,10.8,71,0,2.06,CL,1697424603
371,wukari,7.85,9.7833,24.05,91,100,2.63,NG,1697424640
372,jonkoping,57.7814,14.1562,-1.16,100,1,0.0,SE,1697424640
373,road town,18.4167,-64.6167,29.02,79,20,2.06,VG,1697424640
374,deming,32.2687,-107.7586,21.94,30,0,2.06,US,1697424388
375,papa,47.33,17.4674,4.84,87,0,3.09,HU,1697424641
376,warmbad,-28.45,18.7333,14.65,59,0,1.44,NA,1697424641
377,oum hadjer,13.2954,19.6966,28.66,41,77,2.11,TD,1697424641
378,bayanhongor,46.7167,100.1167,3.14,35,2,3.23,MN,1697424641
379,mohr,54.3528,9.7167,5.05,93,40,3.6,DE,1697424641
380,kerikeri,-35.2268,173.9474,19.55,55,42,3.97,NZ,1697424641
381,victoriaville,46.0501,-71.9658,9.15,93,93,2.34,CA,1697424315
382,tura,25.5198,90.2201,25.75,66,3,0.29,IN,1697424642
383,nacimiento,-37.5,-72.6667,6.1,85,1,3.09,CL,1697424642
384,rouyn-noranda,48.2398,-79.0288,8.05,87,40,5.14,CA,1697424632
385,arkhangel'sk,64.5401,40.5433,3.96,78,100,6.43,RU,1697424642
386,lodwar,3.1191,35.5973,26.78,64,100,4.32,KE,1697424642
387,san luis de la loma,17.2706,-100.8939,26.55,88,100,1.72,MX,1697424642
388,perbaungan,3.5679,98.956,28.06,80,100,0.71,ID,1697424642
389,moeiwadi,16.3894,104.1572,26.65,68,82,4.91,TH,1697424643
390,jiuquan,39.7432,98.5174,10.67,44,99,2.53,CN,1697424643
391,brisas de zicatela,15.8369,-97.0419,27.12,88,100,2.56,MX,1697424643
392,sarpol-e zahab,34.4611,45.8626,20.22,43,1,1.12,IR,1697424643
393,codrington,-38.2667,141.9667,13.52,51,53,8.68,AU,1697424643
394,ostroleka,53.0862,21.5757,7.18,81,87,6.94,PL,1697424643
395,veraval,20.9,70.3667,26.77,74,3,4.1,IN,1697424643
396,san rafael del yuma,18.4299,-68.6739,26.76,86,22,1.84,DO,1697424644
397,noosa heads,-26.3833,153.15,32.97,62,0,8.88,AU,1697424644
398,fort bragg,35.139,-79.006,14.75,80,100,0.0,US,1697424644
399,huacho,-11.1067,-77.605,19.29,86,91,3.45,PE,1697424644
400,keflavik,64.0049,-22.5624,6.95,100,75,5.66,IS,1697424644
401,ardakan,32.31,54.0175,18.25,33,35,0.72,IR,1697424644
402,zhanaozen,43.3,52.8,9.65,33,0,7.81,KZ,1697424645
403,sylvan lake,52.3168,-114.0853,10.14,60,20,2.06,CA,1697424645
404,howrah,22.5892,88.3103,29.0,70,20,1.54,IN,1697424645
405,makawao,20.8569,-156.3131,25.9,70,40,9.77,US,1697424645
406,butembo,0.15,29.2833,14.48,99,100,1.18,CD,1697424645
407,mo i rana,66.3128,14.1428,2.96,93,40,1.54,NO,1697424645
408,malmberget,67.1753,20.6549,2.31,75,100,8.23,SE,1697424645
409,bamboo flat,11.7,92.7167,29.05,79,40,2.06,IN,1697424646
410,bel ombre,-4.6167,55.4167,26.91,83,40,5.14,SC,1697424646
411,kiunga,-6.1219,141.2906,31.85,58,93,0.95,PG,1697424646
412,dolores,-36.3132,-57.6792,14.39,89,1,5.23,AR,1697424646
413,chalisgaon,20.4667,75.0167,27.87,50,19,0.56,IN,1697424646
414,nacozari de garcia,30.3742,-109.6908,23.68,36,1,3.01,MX,1697424646
415,broome,42.2506,-75.833,8.25,94,100,3.09,US,1697424646
416,san francisco,37.7749,-122.4194,22.93,84,20,7.2,US,1697424469
417,jinchang,38.4953,102.1739,15.71,19,9,2.36,CN,1697424647
418,akhtubinsk,48.2795,46.1722,9.2,64,0,4.16,RU,1697424647
419,fortaleza,-3.7227,-38.5247,27.34,74,40,7.72,BR,1697424600
420,mirny,62.5353,113.9611,-0.98,100,100,0.89,RU,1697424638
421,kenai,60.5544,-151.2583,8.05,86,100,7.2,US,1697424647
422,saposoa,-6.934,-76.7716,21.38,93,68,1.02,PE,1697424648
423,tagta,41.6504,59.9164,3.97,70,0,5.14,TM,1697424648
424,da lat,11.9465,108.4419,19.86,86,100,1.13,VN,1697424648
425,chui,-33.6971,-53.4616,16.31,89,100,6.04,UY,1697424648
426,makokou,0.5738,12.8642,20.59,96,100,0.23,GA,1697424648
427,bhimunipatnam,17.8833,83.4333,27.73,65,2,1.77,IN,1697424413
428,balaklava,44.5,33.6,17.22,46,3,3.58,UA,1697424648
429,sinop,41.7711,34.8709,12.9,54,13,2.36,TR,1697424649
430,lebu,-37.6167,-73.65,8.96,80,0,6.87,CL,1697424649
431,caleta de carquin,-11.0925,-77.6267,19.27,87,91,3.58,PE,1697424649
432,lodja,-3.4833,23.4333,20.27,99,98,0.78,CD,1697424649
433,mahdia,35.5047,11.0622,20.97,66,0,3.97,TN,1697424649
434,bikenibeu village,1.3673,173.1241,28.98,84,75,3.6,KI,1697424649
435,kununurra,-15.7667,128.7333,35.99,8,1,4.63,AU,1697424649
436,dingli,35.8614,14.3822,21.56,88,0,2.06,MT,1697424650
437,kruisfontein,-34.0033,24.7314,14.57,94,94,3.7,ZA,1697424650
438,urengoy,65.9667,78.3667,1.17,97,100,1.79,RU,1697424650
439,minas de marcona,-15.2119,-75.1103,15.28,80,19,3.82,PE,1697424650
440,mata-utu,-13.2816,-176.1745,27.32,79,52,8.66,WF,1697424434
441,estevan,49.1334,-102.9842,6.79,75,20,2.57,CA,1697424650
442,sitka,57.0531,-135.33,11.94,87,75,0.0,US,1697424650
443,kolonia,50.9333,6.95,6.01,92,0,1.03,DE,1697424601
444,pingxiang,27.6167,113.85,25.99,39,0,2.0,CN,1697424651
445,fort st. john,56.2499,-120.8529,10.94,62,20,5.14,CA,1697424651
446,vallenar,-28.5708,-70.7581,20.33,51,99,0.67,CL,1697424651
447,saint-pierre,-21.3393,55.4781,23.82,78,27,1.54,RE,1697424651
448,alofi,-19.0595,-169.9187,25.94,65,18,7.2,NU,1697424651
449,viadana,44.9333,10.5333,13.46,62,100,5.81,IT,1697424651
450,reshetylivka,49.565,34.0782,10.75,90,100,5.28,UA,1697424652
451,katsuren-haebaru,26.3369,127.8719,28.43,51,20,6.17,JP,1697424652
452,yinchuan,38.4681,106.2731,17.23,35,0,1.57,CN,1697424652
453,borogontsy,62.6683,131.1683,-5.4,62,8,0.45,RU,1697424652
454,sheohar,26.5167,85.3,26.03,71,4,3.98,IN,1697424652
455,bontang,0.1333,117.5,29.99,68,62,2.32,ID,1697424652
456,zaraza,9.3503,-65.3245,24.04,92,22,0.3,VE,1697424652
457,nueve de julio,-35.4444,-60.8831,14.98,72,0,0.89,AR,1697424501
458,alapayevsk,57.8516,61.6963,8.89,86,100,4.47,RU,1697424653
459,tayu,-6.5397,111.0518,31.6,52,96,2.58,ID,1697424653
460,mangawan,24.6833,81.55,26.82,52,81,3.05,IN,1697424653
461,uturoa,-16.7333,-151.4333,26.29,71,10,4.57,PF,1697424653
462,simanggang,1.2472,111.4528,30.99,70,20,1.54,MY,1697424653
463,sakaiminato,35.55,133.2333,22.99,56,20,7.72,JP,1697424653
464,brookings,44.3114,-96.7984,7.88,84,0,3.09,US,1697424654
465,emet,39.343,29.2585,11.07,67,0,1.77,TR,1697424654
466,port saint john's,-31.6229,29.5448,17.87,95,100,7.78,ZA,1697424654
467,laguna,38.421,-121.4238,24.16,47,0,1.54,US,1697424654
468,kitimat,54.0524,-128.6534,12.21,63,100,0.89,CA,1697424439
469,yeniseysk,58.4497,92.1703,6.08,70,97,2.24,RU,1697424654
470,kidal,18.4411,1.4078,27.86,14,0,3.48,ML,1697424654
471,keelung,25.1283,121.7419,28.94,56,34,5.88,TW,1697424655
472,nyurba,63.2842,118.3319,-2.2,90,100,4.02,RU,1697424655
473,fruitland,38.3221,-75.6202,12.16,93,0,0.0,US,1697424655
474,arteche,12.2645,125.4048,28.42,80,48,1.29,PH,1697424655
475,luau,-10.7073,22.2247,17.63,81,95,0.79,AO,1697424655
476,sao gabriel da cachoeira,-0.1303,-67.0892,22.4,98,100,1.3,BR,1697424655
477,south sioux city,42.4739,-96.4136,8.44,73,0,3.09,US,1697424655
478,bonthe,7.5264,-12.505,25.92,86,100,0.31,SL,1697424656
479,valledupar,10.4631,-73.2532,26.83,74,40,4.12,CO,1697424467
480,bilokurakyne,49.5341,38.7307,9.04,51,0,2.93,UA,1697424656
481,ilomantsi,62.6716,30.9328,2.61,87,65,4.91,FI,1697424656
482,tralee,52.2704,-9.7026,6.65,88,100,3.07,IE,1697424656
483,el granada,37.5027,-122.4694,21.69,78,100,7.2,US,1697424656
484,rio preto da eva,-2.6994,-59.6997,26.31,61,3,1.09,BR,1697424656
485,jokioinen,60.8016,23.48,3.11,93,9,4.0,FI,1697424656
486,sale,34.0389,-6.8166,23.69,67,75,0.0,MA,1697424657
487,khilok,51.3674,110.4676,9.3,48,77,1.39,RU,1697424657
488,linhares,-19.3911,-40.0722,21.57,97,19,0.97,BR,1697424657
489,barah,13.7,30.3667,28.97,19,47,2.18,SD,1697424657
490,neryungri,56.6709,124.6491,-5.98,67,41,0.83,RU,1697424657
491,peterborough,52.5736,-0.2478,4.04,93,75,2.06,GB,1697424657
492,misratah,32.3754,15.0925,22.22,66,0,1.95,LY,1697424658
493,azusa,34.1336,-117.9076,27.79,38,0,2.06,US,1697424658
494,ceylanpinar,36.8472,40.05,17.3,73,37,4.7,TR,1697424658
495,necochea,-38.5473,-58.7368,12.22,77,98,6.49,AR,1697424438
496,geraldton,-28.7667,114.6,38.23,8,24,8.75,AU,1697424658
497,issia,6.4922,-6.5856,22.61,98,100,1.13,CI,1697424658
498,villaviciosa,43.4813,-5.4357,16.79,96,97,1.75,ES,1697424658
499,baranchinskiy,58.1617,59.6991,9.5,93,100,5.1,RU,1697424659
500,auki,-8.7676,160.7034,28.73,77,34,1.82,SB,1697424659
501,ixtapa,20.7,-105.2,29.57,70,100,1.03,MX,1697424659
502,gobernador virasora,-28.05,-56.0333,23.35,90,48,0.45,AR,1697424659
503,cepu,-7.1475,111.5906,34.34,38,47,2.37,ID,1697424659
504,turaif,31.6725,38.6637,14.14,82,0,3.6,SA,1697424659
505,monrovia,6.3005,-10.7969,24.87,86,100,2.14,LR,1697424446
506,talnakh,69.4865,88.3972,-9.33,95,71,1.38,RU,1697424660
507,djambala,-2.5447,14.7533,20.26,93,100,1.08,CG,1697424660
508,grande prairie,55.1667,-118.8027,9.1,66,20,3.09,CA,1697424502
509,abancay,-13.6339,-72.8814,15.1,86,21,1.82,PE,1697424660
510,port douglas,-16.4833,145.4667,25.96,55,18,2.85,AU,1697424387
511,bangor,54.6534,-5.669,5.73,84,75,1.03,GB,1697424660
512,klaksvik,62.2266,-6.589,9.51,87,100,10.4,FO,1697424660
513,newport,51.5877,-2.9984,5.84,81,100,3.3,GB,1697424661
514,lashio,22.9333,97.75,24.6,60,5,0.53,MM,1697424661
515,rovnoye,50.7765,46.0509,9.98,81,0,5.44,RU,1697424661
516,springs,-26.25,28.4,13.79,97,97,6.52,ZA,1697424661
517,leava,-14.3,-178.1667,26.85,77,56,8.65,WF,1697424661
518,sechura,-5.5569,-80.8222,20.95,76,26,5.63,PE,1697424661
519,mahibadhoo,3.7833,72.9667,28.21,77,61,7.03,MV,1697424662
520,kulhudhuffushi,6.6221,73.07,28.41,72,68,6.03,MV,1697424662
521,nolinsk,57.5596,49.9363,10.04,90,100,5.11,RU,1697424662
522,kavieng,-2.5744,150.7967,29.38,66,100,2.05,PG,1697424662
523,khovd,48.0056,91.6419,4.18,31,0,2.71,MN,1697424662
524,amsterdam,52.374,4.8897,9.39,86,40,2.68,NL,1697424403
525,brejo da madre de deus,-8.1458,-36.3711,17.95,91,47,3.69,BR,1697424662
526,lucapa,-8.4192,20.7447,18.27,85,98,0.32,AO,1697424663
527,tarawa,1.419,172.984,29.05,84,75,3.6,KI,1697424663
528,arvayheer,46.2639,102.775,10.22,31,100,7.4,MN,1697424663
529,sosnovka,56.255,51.2842,10.66,87,34,5.32,RU,1697424663
530,yigou,35.8114,114.3167,20.8,43,0,4.9,CN,1697424663
531,son la,21.3167,103.9,24.35,66,25,0.9,VN,1697424664
532,viedma,-40.8135,-62.9967,11.97,87,2,2.76,AR,1697424664
533,revda,56.801,59.9303,8.17,92,100,5.79,RU,1697424664
534,boca suno,-0.7167,-77.1333,21.18,92,99,0.32,EC,1697424664
535,pierre,44.3683,-100.351,9.04,87,0,2.68,US,1697424634
536,cacequi,-29.8836,-54.825,18.97,93,100,4.84,BR,1697424664
537,salina,38.8403,-97.6114,11.07,55,100,5.66,US,1697424581
538,namibe,-15.1961,12.1522,17.12,81,12,2.39,AO,1697424665
539,kakamega,0.2842,34.7523,15.24,88,100,2.03,KE,1697424665
540,south hedland,-20.4089,118.5983,37.96,6,0,9.26,AU,1697424665
541,ustka,54.5805,16.8619,5.36,68,47,9.52,PL,1697424665
542,pathein,16.7833,94.7333,28.57,77,100,2.17,MM,1697424665
543,krasnoural'sk,58.3638,60.0407,9.8,90,100,5.42,RU,1697424666
544,severomorsk,69.0689,33.4162,4.22,92,98,9.82,RU,1697424666
545,taoudenni,22.6783,-3.9836,27.85,19,1,2.62,ML,1697424666
546,nahrin,36.0649,69.1334,11.64,46,100,0.62,AF,1697424666
547,opuwo,-18.0607,13.84,18.22,29,54,1.44,NA,1697424667
548,palmer,42.1584,-72.3287,9.78,86,20,2.06,US,1697424667
549,basawul,34.2475,70.8722,21.65,51,100,6.12,AF,1697424667
550,mar del plata,-38.0023,-57.5575,13.94,91,0,3.09,AR,1697424667
551,trekhgornyy,54.815,58.4592,8.03,79,100,4.47,RU,1697424667
552,kenora,49.8167,-94.4337,10.54,71,20,2.57,CA,1697424397
553,nahiyat ash shinafiyah,31.5874,44.6602,25.41,31,80,4.82,IQ,1697424668
554,presidente medici,-11.1753,-61.9014,24.61,79,99,0.71,BR,1697424668
555,cibitoke,-2.8833,29.25,17.34,87,98,1.4,BI,1697424668
556,kapa'a,22.0752,-159.319,31.99,78,100,4.63,US,1697424668
557,tazacorte,28.629,-17.9293,27.3,28,0,2.68,ES,1697424668
558,manismata,-2.4667,111.0333,34.18,45,23,3.07,ID,1697424668
559,nchelenge,-9.3451,28.734,22.1,78,100,2.55,ZM,1697424669
560,nema,57.5067,50.5011,9.74,87,100,4.8,RU,1697424669
561,owando,-0.4819,15.8999,22.01,94,100,0.72,CG,1697424669
562,ad dilam,23.9915,47.1627,25.23,16,0,2.9,SA,1697424669
563,tataouine,32.9297,10.4518,19.65,37,0,1.78,TN,1697424669
564,kushiro,42.975,144.3747,18.53,63,20,4.12,JP,1697424669
565,polyarnyy,69.1989,33.4478,5.04,90,97,11.46,RU,1697424670
566,kismayo,-0.3582,42.5454,25.66,85,42,3.7,SO,1697424670
567,berezovyy,51.6667,135.7,1.6,92,100,3.89,RU,1697424670
568,kupang,-10.1667,123.5833,35.32,41,20,5.14,ID,1697424670
569,el bolson,-41.9667,-71.5167,1.95,96,9,2.07,AR,1697424501
570,soligalich,59.0778,42.2864,5.94,91,90,3.54,RU,1697424670
571,medicine hat,50.0501,-110.6683,11.79,62,0,2.06,CA,1697424671
572,nantucket,41.2835,-70.0995,13.03,69,20,4.12,US,1697424386
573,verkhnevilyuysk,63.4453,120.3167,-2.81,69,100,3.58,RU,1697424671
574,vangviang,18.9333,102.45,30.25,58,29,0.77,LA,1697424671
575,la mojonera,37.2923,-2.4373,15.02,58,98,1.56,ES,1697424671
576,mangrol,21.1167,70.1167,26.51,75,4,4.11,IN,1697424671
577,kayanza,-3.0667,29.6667,15.4,91,100,0.39,BI,1697424672
578,godalming,51.1846,-0.6173,5.01,96,100,0.0,GB,1697424672
579,ponta delgada,37.7333,-25.6667,22.4,83,75,16.46,PT,1697424672
580,khorramabad,33.4878,48.3558,14.79,38,20,2.06,IR,1697424672
581,plouzane,48.3833,-4.6167,9.03,76,0,6.17,FR,1697424672
582,sagua la grande,22.8067,-80.0756,25.55,81,42,3.77,CU,1697424672
583,swakopmund,-22.6833,14.5333,13.32,90,0,1.94,NA,1697424672
584,berdigestyakh,62.0989,126.6992,-4.28,57,28,2.68,RU,1697424673
